theme,ticker,article_count_7d,source_breadth_7d,matched_item_count,sample_headlines,explicit_mention_count_7d,bucket_type,bucket_weight,rank,attention_score,theme_adjusted_confidence,theme_narrative_type,theme_article_count_7d,unique_ticker_count_7d,top_ticker_share_7d,pure_play_ratio_7d,company_name,sector,industry,price_return_5d,price_return_1m,price_return_3m,relative_return_1m_spy,price_state,article_exposure_pct,source_breadth_pct,context_relevance_pct,article_exposure_effective,source_breadth_effective,context_relevance_effective,pure_play_fit,price_confirmation,company_narrative_score,company_narrative_role,interpretation_flag
Quantum Computing,INTC,2,2,0,Intel CEO Lip-Bu Tan Has A New Role In Nvidia-Backed 'Fault-Tolerant' Quantum Computing Firm,2,explicit_news_linked,85.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,,,,28.924992812463746,114.5872434356856,121.25360324298065,104.85631665592118,overheated,100.0,100.0,53.84615384615385,100.0,100.0,53.84615384615385,85.0,61.0,81.91923076923078,explicit_news_linked,normal;price_risk
Quantum Computing,NVDA,1,1,0,Nvidia Is Using AI to Fix Quantum Computing's Biggest Problem,1,explicit_news_linked,85.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,NVIDIA Corporation Common Stock,Technology,Semiconductors,-7.369700985139271,11.157401144065604,9.499115003212854,1.353641219820224,neutral,88.46153846153845,88.46153846153845,53.84615384615385,88.46153846153845,88.46153846153845,53.84615384615385,85.0,54.430133319075864,75.74144307478444,explicit_news_linked,normal
Quantum Computing,RGTI,0,0,0,,0,pure_play,100.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,Rigetti Computing Inc. Common Stock,Technology,EDP Services,9.304463591634192,26.161979972973405,-1.6199790432546046,16.358220048728025,confirming,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,100.0,80.93517003087445,60.14796781232348,mapped_pure_play_watch,mapped_only_needs_news_confirmation
Quantum Computing,IONQ,0,0,0,,0,pure_play,100.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,IonQ Inc. Common Stock,Technology,EDP Services,8.611882374151293,60.02052421951183,21.62724052721554,50.21676429526645,overheated,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,100.0,61.0,57.157692307692315,mapped_pure_play_watch,mapped_only_needs_news_confirmation;price_risk
Quantum Computing,QBTS,0,0,0,,0,pure_play,100.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,D-Wave Quantum Inc. Common Shares,Technology,EDP Services,17.780227525304237,50.84865209199651,-0.3271013835140723,41.04489216775113,overheated,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,100.0,61.0,57.157692307692315,mapped_pure_play_watch,mapped_only_needs_news_confirmation;price_risk
Quantum Computing,QUBT,0,0,0,,0,pure_play,100.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,Quantum Computing Inc. Common Stock,Technology,Computer Software: Prepackaged Software,9.919492970184818,37.31924240169386,-2.3823773629135125,27.515482477448483,overheated,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,100.0,58.208158702466946,56.73891611306236,mapped_pure_play_watch,mapped_only_needs_news_confirmation;price_risk
Quantum Computing,GOOGL,0,0,0,,0,enabler,80.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,Alphabet Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,10.801074650107466,29.190976424180825,14.16586043636583,19.387216499935445,extended,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,80.0,64.2670661272026,53.6477522267727,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Quantum Computing,AMZN,0,0,0,,0,adopter,55.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,Amazon.com Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,5.987673108221658,29.352887205498867,15.3507692701206,19.549127281253487,extended,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,55.0,64.44516798665245,48.67446750569018,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Quantum Computing,MSFT,0,0,0,,0,adopter,55.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software,-4.591727770548193,9.831582059121336,-0.1787955885236392,0.0278221348759544,neutral,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,55.0,52.97173232563716,46.95345215653789,mapped_watch,mapped_only_needs_news_confirmation
Quantum Computing,IBM,0,0,0,,0,enabler,80.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,International Business Machines Corporation Common Stock,Technology,Computer Manufacturing,-2.0425655011890975,-7.481562090821392,-21.9932952192329,-17.28532201506677,lagging,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,80.0,18.92727376070016,46.84678337179734,mapped_watch,mapped_only_needs_news_confirmation
Quantum Computing,HON,0,0,0,,0,enabler,80.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,Honeywell International Inc. Common Stock,Industrials,Aerospace,-1.0238072374804563,-7.650850620130245,-8.277546297495352,-17.454610544375626,lagging,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,80.0,18.741056378460428,46.81885076446138,mapped_watch,mapped_only_needs_news_confirmation
Quantum Computing,ARQQ,0,0,0,,0,sympathetic,35.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,Arqit Quantum Inc. Ordinary Shares,Technology,Computer Software: Prepackaged Software,1.4194450468363096,7.282284453848176,-27.791817580761126,-2.5214754703972044,neutral,42.30769230769231,42.30769230769231,53.84615384615385,42.30769230769231,42.30769230769231,53.84615384615385,35.0,50.16750495983669,42.53281805166782,mapped_watch,mapped_only_needs_news_confirmation
Quantum Computing,GOOG,1,1,0,Marvell’s AI Data Center Push Meets Early Quantum Computing Exposure,0,api_related_news,35.0,1,82.84375,high,emerging_watch,24,3,0.5,0.0,Alphabet Inc. Class C Capital Stock,Technology,Computer Software: Programming Data Processing,10.443167926596232,28.93569973229708,12.72684361403018,19.1319398080517,extended,88.46153846153845,88.46153846153845,53.84615384615385,22.115384615384613,22.115384615384613,13.461538461538462,35.0,63.98626176613048,29.24217003415034,api_related_indirect,normal;price_risk
Robotics And Automation,META,5,3,5,Meta Buys Robotics Startup Assured Robot Intelligence To Power Humanoid Push As $5 Trillion Market Race Heats Up | Meta buys robotics startup to bolster its humanoid AI ambitions | Meta Robotics Move Meets Undervalued View On Meta Platforms Stock,5,explicit_news_linked,85.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Meta Platforms Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,-10.308489635870131,5.080972608634515,-12.873998133729591,-4.722787315610865,neutral,100.0,100.0,97.22222222222221,100.0,100.0,97.22222222222221,85.0,47.74606193010166,88.6063537339597,explicit_news_linked,normal
Robotics And Automation,TER,0,0,0,,0,pure_play,100.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Teradyne Inc. Common Stock,Industrials,Electrical Products,-4.068344024213033,15.60885680257662,28.919870438655913,5.805096878331241,confirming,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,100.0,69.32673454343798,52.07123240373792,mapped_pure_play_watch,mapped_only_needs_news_confirmation
Robotics And Automation,ROK,0,0,0,,0,pure_play,100.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Rockwell Automation Inc. Common Stock,Industrials,Industrial Machinery/Components,10.917290893299048,21.221203492026184,3.7962427634596008,11.417443567780804,extended,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,100.0,55.500315901832494,49.99726960749709,mapped_pure_play_watch,mapped_only_needs_news_confirmation;price_risk
Robotics And Automation,SYM,0,0,0,,0,pure_play,100.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Symbotic Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,1.2613829413266495,8.442776856310076,2.9935857753933037,-1.3609830679353043,neutral,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,100.0,51.44404660254478,49.38882921260394,mapped_pure_play_watch,mapped_only_needs_news_confirmation
Robotics And Automation,ZBRA,0,0,0,,0,pure_play,100.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Zebra Technologies Corporation Class A Common Stock,Industrials,Industrial Machinery/Components,3.2475802494036587,7.2186461944093505,-2.916453484711823,-2.5851137298360296,neutral,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,100.0,50.09750287445399,49.186847653390316,mapped_pure_play_watch,mapped_only_needs_news_confirmation
Robotics And Automation,AMD,0,0,0,,0,enabler,80.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Advanced Micro Devices Inc. Common Stock,Technology,Semiconductors,9.56034612586507,60.827503465764664,46.25995805991596,51.02374354151928,overheated,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,80.0,61.0,46.82222222222222,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Robotics And Automation,AVGO,0,0,0,,0,enabler,80.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Broadcom Inc. Common Stock,Technology,Semiconductors,7.0967663639384115,36.18452327917756,33.95662841540488,26.38076335493218,overheated,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,80.0,56.95996766769902,46.21621737237707,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Robotics And Automation,TSLA,0,0,0,,0,enabler,80.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Tesla Inc. Common Stock,Industrials,Auto Manufacturing,4.713846769159691,11.5993954263941,-6.686652030822781,1.7956355021487198,neutral,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,80.0,54.9163270296372,45.90967127666781,mapped_watch,mapped_only_needs_news_confirmation
Robotics And Automation,ISRG,0,0,0,,0,pure_play,100.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Intuitive Surgical Inc. Common Stock,Health Care,Industrial Specialties,-3.6216406402255985,-0.6275125772573609,-6.085034737578654,-10.43127250150274,lagging,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,100.0,26.4667282256206,45.64223145606532,mapped_pure_play_watch,mapped_only_needs_news_confirmation
Robotics And Automation,GOOGL,0,0,0,,0,adopter,55.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Alphabet Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,10.801074650107466,29.190976424180825,14.16586043636583,19.387216499935445,extended,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,55.0,64.2670661272026,42.31228214130262,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Robotics And Automation,ABBNY,0,0,0,,0,sympathetic,35.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,,,,6.954087711708978,24.54742479853371,19.671934044955663,14.743664874288331,extended,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,35.0,59.159159338990776,37.54609612307084,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Robotics And Automation,IRBT,0,0,0,,0,sympathetic,35.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,,,,,,,,neutral,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,35.0,50.0,36.17222222222222,mapped_watch,mapped_only_needs_news_confirmation
Robotics And Automation,AMZN,3,1,5,"Tech Weekly: Amazon challenges logistics giants, robotic bag handlers | Enopoly Management Calls for Operational Standards in E-Commerce Automation | One Million Robots In, Amazon’s Automation Ambitions Are Just Heating Up",0,api_related_news,35.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Amazon.com Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,5.987673108221658,29.352887205498867,15.3507692701206,19.549127281253487,extended,94.44444444444444,83.33333333333334,97.22222222222221,23.61111111111111,20.833333333333336,24.305555555555554,35.0,64.44516798665245,31.875108531331197,api_related_indirect,normal;price_risk
Robotics And Automation,PATH,0,0,0,,0,sympathetic,35.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,UiPath Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,-0.2367478334389772,-5.5156932032185075,-13.292179603488108,-15.319453127463888,lagging,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,36.11111111111111,35.0,21.089729537063334,31.835681652781712,mapped_watch,mapped_only_needs_news_confirmation
Robotics And Automation,GOOG,1,1,2,Google Partner NovaCore Labs and AIBotics Advance Acquisition and Expand Robot Deployment Across Jamaica,0,api_related_news,35.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Alphabet Inc. Class C Capital Stock,Technology,Computer Software: Programming Data Processing,10.443167926596232,28.93569973229708,12.72684361403018,19.1319398080517,extended,77.77777777777779,83.33333333333334,86.11111111111111,19.444444444444446,20.833333333333336,21.52777777777778,35.0,63.98626176613048,29.79238370936402,api_related_indirect,normal;price_risk
Robotics And Automation,NVDA,2,1,2,Ouster Brings Support for REV8 Digital Lidar to Robotics and Edge AI Ecosystem | NVIDIA Broadens AI Reach Into Quantum Nuclear Power And Healthcare Robotics,0,api_related_news,35.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,NVIDIA Corporation Common Stock,Technology,Semiconductors,-7.369700985139271,11.157401144065604,9.499115003212854,1.353641219820224,neutral,88.88888888888889,83.33333333333334,86.11111111111111,22.22222222222222,20.833333333333336,21.52777777777778,35.0,54.430133319075864,29.331186664528044,api_related_indirect,normal
Robotics And Automation,MSFT,1,1,1,"Market Chatter: OpenAI Discussed Spinoff of Robotics, Consumer-Hardware Divisions",0,api_related_news,35.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software,-4.591727770548193,9.831582059121336,-0.1787955885236392,0.0278221348759544,neutral,77.77777777777779,83.33333333333334,75.0,19.444444444444446,20.833333333333336,18.75,35.0,52.97173232563716,27.584648737734465,api_related_indirect,normal
Robotics And Automation,OKLO,1,1,1,NVIDIA Broadens AI Reach Into Quantum Nuclear Power And Healthcare Robotics,0,api_related_news,35.0,2,77.34375,high,sustained_narrative,24,6,0.3846153846153846,0.5384615384615384,,,,,,,,,77.77777777777779,83.33333333333334,75.0,19.444444444444446,20.833333333333336,18.75,35.0,50.0,27.13888888888889,api_related_indirect,normal
Data Center Capex,META,13,3,14,"Meta Seeks $13B Financing for Texas AI Data Center | Core AI Appoints Sonali Garg, Former Meta Data Center Leader and COO of Allianca Group, to Advisory Board | CoreWeave Meta Deal Deepens AI Hyperscaler Ties And Capacity Commitments",10,explicit_news_linked,85.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Meta Platforms Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,-10.308489635870131,5.080972608634515,-12.873998133729591,-4.722787315610865,neutral,100.0,100.0,100.0,100.0,100.0,100.0,85.0,47.74606193010166,89.16190928951525,explicit_news_linked,normal
Data Center Capex,ORCL,5,1,5,Oracle (ORCL) Secures Financing for Data Center in Michigan | Bloom Energy (BE) Is Up 25.7% After Securing Oracle AI Data Center Power Deal - Has The Bull Case Changed? | Oracle Corp. (ORCL) Inks $1.65 billion Supply Agreement with Australian Modular Data Center Manufacturer,2,explicit_news_linked,85.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Oracle Corporation Common Stock,Technology,Computer Software: Prepackaged Software,10.406114916256405,26.336372183140668,18.87886497153697,16.532612258895288,confirming,92.0,78.0,92.0,92.0,78.0,92.0,85.0,81.12700146205843,87.56905021930875,explicit_news_linked,normal
Data Center Capex,AMD,6,1,6,Can Strong Data Center Revenues Boost AMD's Topline in Q1 Earnings? | How Riot’s AI Data Center Pivot and Wider AMD Deal May Reshape Riot Platforms (RIOT) Investors | How Surging AI Data Center Demand And Big-Name Deals At AMD (AMD) Has Changed Its Investment Story,6,explicit_news_linked,85.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Advanced Micro Devices Inc. Common Stock,Technology,Semiconductors,9.56034612586507,60.827503465764664,46.25995805991596,51.02374354151928,overheated,96.0,78.0,96.0,96.0,78.0,96.0,85.0,61.0,86.75,explicit_news_linked,normal;price_risk
Data Center Capex,NVDA,1,1,1,Is NVIDIA Corporation (NVDA) Among the Best Data Center Hardware Stocks?,1,explicit_news_linked,85.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,NVIDIA Corporation Common Stock,Technology,Semiconductors,-7.369700985139271,11.157401144065604,9.499115003212854,1.353641219820224,neutral,70.0,78.0,70.0,70.0,78.0,70.0,85.0,54.430133319075864,71.46451999786137,explicit_news_linked,normal
Data Center Capex,SMCI,0,0,0,,0,pure_play,100.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Super Micro Computer Inc. Common Stock,Technology,Computer Manufacturing,2.000000279977776,26.05442647624896,-6.319514645023904,16.25066655200358,confirming,32.0,32.0,32.0,32.0,32.0,32.0,100.0,80.81686118447756,51.12252917767164,mapped_pure_play_watch,mapped_only_needs_news_confirmation
Data Center Capex,VRT,0,0,0,,0,pure_play,100.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Vertiv Holdings LLC Class A Common Stock,Technology,Industrial Machinery/Components,10.461267347411862,30.228418866805097,77.23912718055368,20.424658942559716,extended,32.0,32.0,32.0,32.0,32.0,32.0,100.0,65.40825281408931,48.811237922113406,mapped_pure_play_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,DELL,0,0,0,,0,pure_play,100.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Dell Technologies Inc. Class C Common Stock ,Technology,Computer Manufacturing,4.452976134550624,24.59035142027741,84.17887287075587,14.786591496032033,extended,32.0,32.0,32.0,32.0,32.0,32.0,100.0,59.206378622908844,47.88095679343633,mapped_pure_play_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,ANET,0,0,0,,0,pure_play,100.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Arista Networks Inc. Common Stock,Telecommunications,Computer Communications Equipment,5.2907076841839595,37.84950785117574,24.854727329193025,28.045747926930357,overheated,32.0,32.0,32.0,32.0,32.0,32.0,100.0,58.791450696897,47.818717604534555,mapped_pure_play_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,ARM,0,0,0,,0,enabler,80.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Arm Holdings plc American Depositary Shares,Technology,Semiconductors,4.354396889526679,39.34260744666218,98.27833285584246,29.5388475224168,overheated,32.0,32.0,32.0,32.0,32.0,32.0,80.0,60.4338602519321,44.06507903778982,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,AVGO,0,0,0,,0,enabler,80.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Broadcom Inc. Common Stock,Technology,Semiconductors,7.0967663639384115,36.18452327917756,33.95662841540488,26.38076335493218,overheated,32.0,32.0,32.0,32.0,32.0,32.0,80.0,56.95996766769902,43.543995150154856,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,ASML,0,0,0,,0,enabler,80.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,ASML Holding N.V. New York Registry Shares,Technology,Industrial Machinery/Components,4.504679643910459,11.20240341460046,4.020623957830294,1.398643490355079,neutral,32.0,32.0,32.0,32.0,32.0,32.0,80.0,54.47963581666421,43.171945372499636,mapped_watch,mapped_only_needs_news_confirmation
Data Center Capex,TSM,0,0,0,,0,enabler,80.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors,1.2399934444066174,16.22336587731963,18.637150756972364,6.4196059530742495,extended,32.0,32.0,32.0,32.0,32.0,32.0,80.0,50.002694525655286,42.5004041788483,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,GOOGL,0,0,0,,0,adopter,55.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Alphabet Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,10.801074650107466,29.190976424180825,14.16586043636583,19.387216499935445,extended,32.0,32.0,32.0,32.0,32.0,32.0,55.0,64.2670661272026,39.6400599190804,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,MSFT,0,0,0,,0,adopter,55.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software,-4.591727770548193,9.831582059121336,-0.1787955885236392,0.0278221348759544,neutral,32.0,32.0,32.0,32.0,32.0,32.0,55.0,52.97173232563716,37.94575984884558,mapped_watch,mapped_only_needs_news_confirmation
Data Center Capex,CEG,0,0,0,,0,sympathetic,35.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Constellation Energy Corporation Common Stock ,Utilities,Electric Utilities: Central,5.884668887113098,17.64064831330936,20.74269664481756,7.836888389063979,confirming,32.0,32.0,32.0,32.0,32.0,32.0,35.0,71.561705205244,36.734255780786604,mapped_watch,mapped_only_needs_news_confirmation
Data Center Capex,BE,0,0,0,,0,sympathetic,35.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Bloom Energy Corporation Class A Common Stock,Energy,Industrial Machinery/Components,30.799175808324208,119.3259910300926,75.31534665206048,109.52223110584724,overheated,32.0,32.0,32.0,32.0,32.0,32.0,35.0,61.0,35.150000000000006,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,GEV,0,0,0,,0,sympathetic,35.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,GE Vernova Inc. Common Stock,,,1.5124911510153938,23.18356539833848,41.75821801847073,13.3798054740931,extended,32.0,32.0,32.0,32.0,32.0,32.0,35.0,57.65891399877603,34.64883709981641,mapped_watch,mapped_only_needs_news_confirmation;price_risk
Data Center Capex,ETN,0,0,0,,0,sympathetic,35.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Eaton Corporation PLC Ordinary Shares,Technology,Industrial Machinery/Components,-0.8279279091584324,12.575247728353055,13.349916605136649,2.771487804107675,neutral,32.0,32.0,32.0,32.0,32.0,32.0,35.0,55.98976456179206,34.398464684268816,mapped_watch,mapped_only_needs_news_confirmation
Data Center Capex,VST,0,0,0,,0,sympathetic,35.0,3,75.84375,very_high,sustained_narrative,106,10,0.3714285714285714,0.4571428571428571,Vistra Corp. Common Stock,Utilities,Electric Utilities: Central,0.6175585936760042,6.943076330586773,6.102054367624654,-2.8606835936586075,neutral,32.0,32.0,32.0,32.0,32.0,32.0,35.0,49.794376024249146,33.46915640363738,mapped_watch,mapped_only_needs_news_confirmation
